Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,Year,ERW,TSI_Both_Mskd,Above_TSI_Both_Rate
African American,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,424.0,417.0,393.0,841.0,<75,<50,71.6,<25,4.2,2015,,,
American Indian,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,100.0,2015,,,
Asian,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,50.0,<25,,2015,,,
Hispanic,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,427.0,429.0,409.0,855.0,<50,<50,62.8,<25,3.7,2015,,,
Pacific Islander,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
White,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,454.0,472.0,456.0,926.0,<50,<50,82.4,<25,10.7,2015,,,
Multiracial,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,525.0,470.0,435.0,995.0,<25,<25,50.0,<25,50.0,2015,,,
Missing Ethnicity,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,421.0,404.0,392.0,825.0,<75,<50,70.8,<25,,2015,,,
Not Economically Disadvantaged,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,450.0,463.0,434.0,913.0,<100,<75,71.3,<25,12.9,2015,,,
Missing Econ,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Female,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,434.0,449.0,428.0,883.0,<100,<75,68.8,<25,5.7,2015,,,
Male,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,441.0,427.0,404.0,868.0,<100,<75,73.3,<25,9.1,2015,,,
Missing Gender,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,33.3,<25,,2015,,,
Not Bil/ESL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,439.0,439.0,417.0,877.0,<150,<125,71.8,<25,7.5,2015,,,
Missing Bil/ESL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
CTE,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,428.0,425.0,406.0,853.0,<75,<50,68.9,<25,9.5,2015,,,
Not CTE,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,444.0,446.0,422.0,890.0,<100,<75,72.5,<25,6.1,2015,,,
Missing CTE,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Gifted,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,100.0,2015,,,
Not Gifted,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,435.0,435.0,414.0,870.0,<175,<125,70.9,<25,6.5,2015,,,
Missing Gifted,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Special Ed,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,329.0,332.0,329.0,661.0,<25,<25,50.0,<25,,2015,,,
Not Special Ed,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,447.0,447.0,424.0,895.0,<150,<100,73.9,<25,8.1,2015,,,
Missing Special Ed,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Title1,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,438.0,438.0,416.0,875.0,<175,<125,71.1,<25,7.4,2015,,,
Not Title1,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Title1,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
At Risk,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,384.0,381.0,352.0,766.0,<75,<50,58.1,<25,2.8,2015,,,
Not At Risk,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,464.0,466.0,448.0,930.0,<100,<75,80.0,<25,9.7,2015,,,
Missing At Risk,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
LEP/ELL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,33.3,<25,,2015,,,
Not LEP/ELL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,439.0,439.0,417.0,877.0,<150,<125,71.8,<25,7.5,2015,,,
Missing LEP/ELL,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Immigrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Immigrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,438.0,438.0,416.0,875.0,<175,<125,71.1,<25,7.4,2015,,,
Missing Immigrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Migrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,438.0,438.0,416.0,875.0,<175,<125,71.1,<25,7.4,2015,,,
Missing Migrant,"=""057807""",Life School,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
All Students,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,440.0,437.0,408.0,877.0,<25,<25,78.9,<25,13.3,2015,,,
African American,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,452.0,445.0,418.0,897.0,<25,<25,75.0,<25,16.7,2015,,,
American Indian,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Asian,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,575.0,425.0,460.0,1000.0,<25,<25,100.0,<25,,2015,,,
Hispanic,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,391.0,433.0,384.0,824.0,<25,<25,87.5,<25,14.3,2015,,,
Pacific Islander,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
White,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Multiracial,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Ethnicity,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,416.0,430.0,398.0,846.0,<25,<25,78.6,<25,9.1,2015,,,
Not Economically Disadvantaged,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,505.0,455.0,435.0,960.0,<25,<25,100.0,<25,25.0,2015,,,
Missing Econ,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Female,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,376.0,384.0,351.0,760.0,<25,<25,87.5,<25,14.3,2015,,,
Male,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,496.0,483.0,458.0,979.0,<25,<25,72.7,<25,12.5,2015,,,
Missing Gender,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
Not Bil/ESL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,451.0,449.0,420.0,901.0,<25,<25,82.4,<25,14.3,2015,,,
Missing Bil/ESL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
CTE,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,443.0,423.0,395.0,867.0,<25,<25,85.7,<25,,2015,,,
Not CTE,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,438.0,446.0,417.0,883.0,<25,<25,81.8,<25,22.2,2015,,,
Missing CTE,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Gifted,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,506.0,536.0,488.0,1042.0,<25,<25,62.5,<25,40.0,2015,,,
Not Gifted,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,407.0,387.0,368.0,794.0,<25,<25,100.0,<25,,2015,,,
Missing Gifted,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Special Ed,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,290.0,230.0,240.0,520.0,<25,<25,100.0,<25,,2015,,,
Not Special Ed,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,463.0,468.0,434.0,932.0,<25,<25,81.3,<25,15.4,2015,,,
Missing Special Ed,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Title1,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,440.0,437.0,408.0,877.0,<25,<25,83.3,<25,13.3,2015,,,
Not Title1,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Title1,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
At Risk,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,290.0,230.0,240.0,520.0,<25,<25,66.7,<25,,2015,,,
Not At Risk,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,463.0,468.0,434.0,932.0,<25,<25,86.7,<25,15.4,2015,,,
Missing At Risk,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
LEP/ELL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
Not LEP/ELL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,451.0,449.0,420.0,901.0,<25,<25,82.4,<25,14.3,2015,,,
Missing LEP/ELL,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Immigrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Immigrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,440.0,437.0,408.0,877.0,<25,<25,83.3,<25,13.3,2015,,,
Missing Immigrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
Migrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,440.0,437.0,408.0,877.0,<25,<25,83.3,<25,13.3,2015,,,
Missing Migrant,"=""057808""",Universal Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""1""","=""0""",,"=""0""",,2015,,,
All Students,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
African American,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,371.0,369.0,358.0,740.0,<25,<25,,<25,,2015,,,
American Indian,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Asian,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Hispanic,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,421.0,389.0,387.0,810.0,<25,<25,,<25,,2015,,,
Pacific Islander,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
White,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Multiracial,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Ethnicity,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,402.0,376.0,363.0,777.0,<25,<25,,<25,,2015,,,
Not Economically Disadvantaged,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,418.0,388.0,395.0,805.0,<25,<25,,<25,,2015,,,
Missing Econ,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Female,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,403.0,369.0,382.0,772.0,<25,<25,,<25,,2015,,,
Male,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,407.0,390.0,350.0,797.0,<25,<25,,<25,,2015,,,
Missing Gender,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,400.0,365.0,310.0,765.0,<25,<25,,<25,,2015,,,
Not Bil/ESL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,379.0,375.0,784.0,<25,<25,,<25,,2015,,,
Missing Bil/ESL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
CTE,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
Not CTE,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing CTE,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Gifted,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Gifted,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
Missing Gifted,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Special Ed,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Special Ed,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,409.0,378.0,372.0,787.0,<25,<25,,<25,,2015,,,
Missing Special Ed,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Title1,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
Not Title1,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Title1,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
At Risk,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,371.0,359.0,351.0,730.0,<25,<25,,<25,,2015,,,
Not At Risk,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,463.0,411.0,399.0,874.0,<25,<25,,<25,,2015,,,
Missing At Risk,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
LEP/ELL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,400.0,365.0,310.0,765.0,<25,<25,,<25,,2015,,,
Not LEP/ELL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,379.0,375.0,784.0,<25,<25,,<25,,2015,,,
Missing LEP/ELL,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Immigrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Immigrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
Missing Immigrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Migrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,405.0,378.0,369.0,782.0,<25,<25,,<25,,2015,,,
Missing Migrant,"=""057815""",Faith Family Academy Of Oak Cliff,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
All Students,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,390.0,356.0,774.0,<50,<50,63.4,<25,,2015,,,
African American,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,390.0,356.0,774.0,<50,<50,65.0,<25,,2015,,,
American Indian,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Asian,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Hispanic,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Pacific Islander,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
White,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Multiracial,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Ethnicity,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,392.0,357.0,775.0,<50,<50,61.0,<25,,2015,,,
Not Economically Disadvantaged,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Econ,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Female,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,365.0,393.0,350.0,758.0,<25,<25,47.1,<25,,2015,,,
Male,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,392.0,389.0,359.0,782.0,<25,<25,75.0,<25,,2015,,,
Missing Gender,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Bil/ESL,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,390.0,356.0,774.0,<50,<50,65.0,<25,,2015,,,
Missing Bil/ESL,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
CTE,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not CTE,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,390.0,356.0,774.0,<50,<50,63.4,<25,,2015,,,
Missing CTE,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Gifted,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Gifted,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,384.0,390.0,356.0,774.0,<50,<50,63.4,<25,,2015,,,
Missing Gifted,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Special Ed,"=""057817""",Focus Learning Academy,"=""057""",Dallas County,"=""10""",Richardson,296.0,341.0,305.0,638.0,<25,<25,50.0,<25,,2015,,,
