Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,26.23,1220957,46546,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),4.00,165690,41420,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),19.07,927500,48631,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),13.39,628747,46950,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,26.92,1147182,42620,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,24.65,1075704,43639,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,22.83,1036827,45413,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,24.47,1106314,45210,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,20.97,989020,47161,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,19.13,841647,43998,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,17.43,809830,46460,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,16.22,757877,46736,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,13.24,619155,46770,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,90.91,4366159,48027,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,339.46,15692609,46228,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,10.00,504005,50401,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,2.96,157660,53217,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LIBRARIAN,1.00,55400,55400,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,6.00,336033,56006,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,27.00,1823353,67532,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,4.90,251127,51212,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,2.91,153611,52804,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,9.00,581574,64619,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,63.78,3862763,60568,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,12.00,714622,59552,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,4.00,631360,157840,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,1.00,95809,95809,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.00,142400,142400,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.00,93629,93629,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.00,77290,77290,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,8.00,681182,85148,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,8.00,261464,32683,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,225000,225000,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,37.00,2922756,78993,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,440.23,22478128,51059,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,53.86,1068471,19838,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,53.86,1068471,19838,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY,AUXILIARY,40.00,1114681,27867,2015-2016
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,534.10,24661280,46174,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,2.00,94498,47251,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,18.53,874494,47190,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),4.93,215909,43827,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),3.50,161737,46183,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,14.07,675111,47997,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,16.39,749546,45719,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,11.27,520670,46211,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,9.69,451457,46572,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,7.61,358227,47058,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,8.56,390606,45654,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,3.59,161014,44819,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,2.02,92357,45724,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,11.25,560214,49792,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,113.41,5305840,46784,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,1.61,79475,49379,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,1.97,136170,69006,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LIBRARIAN,2.00,98500,49250,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,22.29,1007951,45215,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,2.85,171500,60175,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,1.00,53000,53000,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,31.73,1546596,48750,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,137500,137500,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,0.50,23750,47500,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.00,150000,150000,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.00,76000,76000,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,0.21,15537,72501,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1.00,43000,43000,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,250000,250000,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TEACHER SUPERVISOR,6.49,342714,52841,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,12.20,1038501,85123,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,157.34,7890937,50153,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY,AUXILIARY,31.26,957427,30631,2015-2016
10,DALLAS COUNTY,57808.0,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,188.59,8848364,46917,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,3.00,116397,38807,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,3.60,146790,40768,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.40,17952,44880,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,1.86,81834,44054,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,1.00,38010,38002,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,1.00,39276,39268,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,10.86,440259,40547,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,7.14,303746,42524,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,2.00,84752,42376,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,9.14,388498,42492,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,2.00,111210,55605,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1.00,58650,58650,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1.00,20544,20544,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,4.00,190404,47601,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,24.00,1019161,42463,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,3.00,69010,23003,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,3.00,69010,23003,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY,AUXILIARY,1.00,23990,23990,2015-2016
10,DALLAS COUNTY,57809.0,NOVA ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,28.00,1112161,39719,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,7.00,219288,31327,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,3.00,96604,32201,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),1.00,31000,31000,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,4.00,157008,39252,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,5.00,160814,32163,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,3.00,90455,30152,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,1.00,34689,34689,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,2.00,49126,24563,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,2.00,67455,33728,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.00,74689,37345,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,2.00,71455,35728,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,3.00,97248,32416,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,35.00,1149831,32852,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,1.00,29447,29447,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,12.00,272945,22745,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,3.00,110455,36818,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,16.00,412847,25803,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.00,36050,36050,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1.00,75000,75000,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,2.00,111050,55525,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,53.00,1673728,31580,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,5.00,97156,19431,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,5.00,97156,19431,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,AUXILIARY,AUXILIARY,3.00,59924,19975,2015-2016
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,61.00,1830808,30013,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,8.00,300815,37602,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,4.42,161002,36410,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),2.20,106902,48501,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),0.27,12888,48616,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,4.00,138183,34549,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,3.00,99883,33292,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,3.11,99119,31887,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,3.00,132807,44266,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,2.00,65000,32500,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.00,75322,37661,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,2.00,97700,48850,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,34.00,1289621,37931,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,5.00,280173,56035,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,5.00,280173,56035,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,160051,160051,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.00,113025,113025,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1.00,85750,85750,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,4.00,65400,16350,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,236875,236875,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,8.00,661101,82638,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,47.00,2230895,47466,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,14.00,198182,14156,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,14.00,198182,14156,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,AUXILIARY,AUXILIARY,18.00,278790,15488,2015-2016
10,DALLAS COUNTY,57811.0,CHILDREN FIRST ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,79.00,2707867,34277,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,14.44,670113,46412,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,14.48,674928,46608,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),8.50,426328,50171,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),0.50,25000,50000,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,11.00,538000,48909,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,19.00,897229,47225,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,15.23,726770,47720,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,13.78,654318,47483,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,6.87,315065,45855,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,9.00,440273,48913,2015-2016
10,DALLAS COUNTY,57813.0,TRINITY BASIN PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,11.00,513648,46711,2015-2016
